OID_,SAMPLE_ID,DIST_M,NEAR_RANK,AHA_ID,ZIP,AHA_ID_lon,AHA_ID_lat,ZIP_lon,ZIP_lat,BIN,STATE_ABBR,Google Maps,Bing Maps,ESRI Routing Service,OSRM,OSMNx,ArcGIS Pro,Total_Kilometers_Esri_Desktop
2674,674,1505.0742710406153,1,6410016.0,44902,-82.52858528999998,40.75337977,-82.51145429599998,40.757119703,0-15,OH,4.15,5.05,3.5843784353121615,2.7766666666666664,1.9666666666666663,4.071583742,1.996114908
2749,749,990.0389814798016,1,6420320.0,47734,-87.57072744,37.98309841,-87.567763,37.974493,0-15,IN,4.166666666666667,4.583333333333333,2.8296960686122516,3.32,1.6,2.839721618,1.150558049
2525,525,1625.3908343665698,1,6370375.0,29648,-82.15751591999998,34.17508199,-82.15856499999998,34.189709,0-15,SC,4.233333333333333,5.516666666666667,4.23216498567821,4.0616666666666665,2.5166666666666666,4.178427585,2.135153035
3157,1157,2660.6293498545606,1,6630019.0,63901,-90.44285102,36.787031,-90.425897032,36.767312646,0-15,MO,4.283333333333333,4.6,4.430780448816462,5.111666666666666,3.433333333333333,4.337581059,4.001366551
3203,1203,848.0208911152012,2,6640040.0,58506,-100.77783579,46.80712292,-100.788736,46.808599,0-15,ND,4.316666666666666,4.883333333333334,3.2203931195501876,2.645,0.9333333333333332,2.965174768,1.242510513
3127,1127,1483.9507867260645,1,6620002.0,50402,-93.21700499,43.15058401,-93.199438,43.154189,0-15,IA,4.366666666666666,6.683333333333334,4.11597231478314,3.046666666666667,2.1333333333333333,3.672679857,1.679403274
3107,1107,1687.5075872336567,1,6610500.0,56537,-96.07245495,46.27686881,-96.065187017,46.291189483,0-15,MN,4.383333333333334,4.55,3.670427604667128,3.0016666666666665,1.7333333333333334,3.404791125,1.898182502
3257,1257,1533.6946585446335,1,6710055.0,72316,-89.91729974,35.94306597,-89.906851,35.932164,0-15,AR,4.45,5.783333333333333,3.9799925137114287,4.133333333333334,2.716666666666667,3.878293177,2.342463765
3074,1074,1681.3976180544305,1,6540215.0,39440,-89.1407921,31.6858945,-89.140287609,31.701052284,0-15,MS,4.5,5.233333333333333,4.306610100399268,3.4466666666666668,2.1166666666666667,4.545626005,2.034785399
2491,491,2901.483385058759,1,6360840.0,28501,-77.58201769999998,35.29153297,-77.562265319,35.27099995,0-15,NC,4.516666666666667,4.733333333333333,4.3825663868051326,5.578333333333333,3.25,4.60992469,3.258659492
3296,1296,883.978635037115,1,6720343.0,70508,-92.03623296,30.15077199,-92.02946127,30.156153062,0-15,LA,4.6,5.266666666666667,3.772781372070313,3.283333333333333,1.55,2.97480986,1.074896827
3929,1929,1295.563623586844,2,6160003.0,6134,-72.68071247999998,41.75433701,-72.682871,41.742785,0-15,CT,4.666666666666667,4.35,3.9188995055880222,2.0466666666666664,1.5166666666666666,3.913397632,1.695402486
2508,508,4484.367818745963,1,6370009.0,29506,-79.75903583999998,34.19594744,-79.71064706299998,34.200157437,0-15,SC,4.783333333333333,5.916666666666667,5.9175087485258455,6.133333333333334,4.416666666666667,5.804553826,4.817052647
3165,1165,2370.530636001828,1,6630160.0,64024,-94.23648548,39.36248047,-94.226692838,39.342528032,0-15,MO,4.833333333333333,6.5,4.795422662963022,5.965,3.716666666666667,4.725509396,3.108470809
3119,1119,1247.3791943851172,2,6610950.0,55454,-93.26265411,44.97274108,-93.247223859,44.970288168,0-15,MN,4.883333333333334,5.366666666666666,3.975624711277292,3.675,2.566666666666667,3.766041475,1.810981233
2670,670,1359.2981010910485,1,6391140.0,33407,-80.06265301,26.75607299,-80.074505962,26.749967745,0-15,FL,5.0,6.65,5.063285409821214,4.5649999999999995,1.8333333333333333,4.893240662,2.666658991
3530,1530,1592.726868040266,1,6830150.0,83001,-110.74974342,43.47973992,-110.7677671,43.47397467,0-15,WY,5.016666666666667,6.966666666666667,4.472388950975452,3.821666666666667,2.1166666666666667,4.378518672,1.962797594
3698,1698,2851.167883048356,1,6930008.0,95010,-121.98321029,36.98858635,-121.95436152,36.977432422,0-15,CA,5.033333333333333,5.366666666666666,5.197620096872533,3.8233333333333337,2.7,6.769227639,4.054947323
2743,743,1199.52468451921,1,6420235.0,46122,-86.50199698999998,39.76242001,-86.51543202099998,39.765455304,0-15,IN,5.05,6.6,5.144307493772942,5.203333333333333,2.35,5.489559824,2.502215742
